Soil Moisture,Temperature,Humidity,Time,Status
29,28,36,7,ON
67,39,69,60,ON
32,34,49,57,ON
34,30,39,8,ON
69,7,36,87,ON
65,32,64,15,OFF
25,2,56,44,OFF
62,18,46,39,OFF
86,30,32,39,OFF
90,27,50,85,ON
39,23,22,74,ON
56,6,23,103,OFF
35,29,66,18,ON
63,35,70,60,ON
58,19,67,58,ON
89,31,64,61,ON
26,35,28,101,OFF
67,26,48,0,ON
74,13,68,26,OFF
6,18,28,101,OFF
20,37,35,86,ON
39,26,36,79,ON
2,20,48,34,ON
74,5,31,47,OFF
4,29,21,76,ON
37,37,30,10,ON
48,6,55,91,OFF
89,37,30,30,OFF
84,20,58,88,OFF
18,33,29,93,OFF
30,2,29,109,OFF
89,41,41,100,OFF
30,8,60,56,OFF
67,1,46,57,OFF
9,29,52,3,ON
32,14,54,90,OFF
47,6,28,16,ON
38,41,39,36,ON
22,9,68,2,OFF
10,26,53,51,ON
2,17,35,106,OFF
11,11,65,91,OFF
46,21,40,39,ON
43,29,56,5,ON
53,25,41,56,ON
89,12,66,51,ON
42,43,25,2,ON
33,7,39,6,OFF
59,16,67,59,ON
60,42,56,108,OFF
5,42,34,15,ON
65,30,65,84,ON
28,29,31,107,OFF
65,0,65,65,OFF
54,17,55,51,OFF
5,38,65,76,ON
56,5,36,13,ON
29,14,69,53,ON
72,1,51,8,OFF
59,39,70,105,OFF
34,15,65,100,OFF
77,27,38,107,OFF
79,40,39,102,OFF
11,25,68,76,ON
56,39,23,65,ON
41,45,63,55,ON
87,24,22,15,OFF
65,20,30,34,OFF
10,34,55,53,ON
43,29,26,19,ON
78,6,53,92,OFF
55,21,27,4,ON
10,7,41,67,ON
71,16,43,88,ON
64,19,20,87,OFF
47,40,34,52,ON
69,0,37,70,OFF
36,16,62,62,OFF
38,9,50,106,OFF
53,37,34,63,ON
18,12,37,56,ON
5,20,34,62,ON
68,14,54,18,OFF
60,23,66,19,OFF
80,38,57,91,OFF
79,24,44,37,OFF
42,41,48,93,OFF
76,15,65,4,OFF
61,9,54,8,OFF
11,17,33,69,ON
24,32,33,81,ON
87,10,45,98,OFF
19,12,26,8,ON
44,33,39,25,ON
60,32,67,15,OFF
5,25,43,34,OFF
34,15,42,106,OFF
79,26,21,99,OFF
62,43,40,71,ON
40,13,61,62,OFF
61,37,59,92,OFF
9,7,33,40,ON
10,31,34,83,ON
59,38,26,89,ON
28,20,70,65,ON
32,5,68,105,OFF
90,42,37,94,OFF
4,33,62,108,OFF
82,20,41,42,ON
52,5,38,84,OFF
79,2,27,69,OFF
54,18,69,97,OFF
34,13,28,24,ON
55,29,26,89,ON
25,21,66,67,ON
1,33,61,46,ON
39,3,68,35,ON
88,37,69,38,OFF
40,16,46,55,ON
15,10,56,49,ON
50,36,64,16,ON
66,11,34,72,ON
13,2,24,17,ON
24,23,29,60,OFF
6,41,47,107,OFF
86,40,66,62,ON
33,32,34,2,ON
70,1,51,94,OFF
29,38,42,47,ON
63,25,62,6,ON
21,36,23,99,OFF
50,3,55,32,OFF
10,19,52,67,ON
33,38,35,99,OFF
18,39,27,74,ON
46,45,40,61,ON
12,35,41,61,ON
22,29,52,43,ON
24,37,36,20,ON
78,29,39,53,ON
47,35,40,51,ON
1,18,38,98,OFF
21,13,57,89,OFF
81,13,21,31,OFF
86,31,51,40,ON
73,12,41,86,ON
52,40,26,82,ON
89,3,50,89,OFF
63,30,49,36,OFF
90,4,40,27,OFF
66,29,45,90,ON
86,0,32,69,OFF
51,10,69,99,OFF
47,12,68,75,ON
22,33,58,43,ON
60,40,54,0,ON
26,6,22,55,OFF
83,15,52,40,OFF
6,2,65,30,ON
78,11,21,32,OFF
15,30,29,24,ON
86,22,30,15,OFF
23,6,46,82,OFF
90,32,21,97,OFF
72,15,63,25,OFF
5,36,68,5,ON
27,41,61,110,OFF
69,28,60,45,OFF
52,44,31,87,ON
61,36,63,105,OFF
51,8,22,1,OFF
34,34,61,13,ON
85,39,35,98,OFF
83,15,56,49,OFF
34,34,43,20,ON
33,35,21,82,ON
44,10,25,94,OFF
23,24,60,58,OFF
30,32,42,96,OFF
48,8,38,17,OFF
78,14,43,57,ON
68,11,25,18,OFF
52,45,47,102,OFF
29,0,51,10,OFF
42,43,31,43,ON
52,12,27,84,OFF
55,20,65,85,ON
4,7,57,43,ON
27,39,49,22,ON
31,17,32,21,OFF
85,38,30,2,OFF
58,27,42,11,ON
45,44,24,94,OFF
70,15,57,106,OFF
77,17,30,1,OFF
33,41,26,72,ON
53,30,51,30,ON
20,45,46,54,ON
66,15,50,38,OFF
4,38,58,27,ON
60,6,41,28,OFF
21,19,70,90,ON
82,41,63,78,ON
35,19,43,61,ON
22,28,49,60,ON
58,17,41,12,ON
76,33,49,30,OFF
10,9,25,75,ON
6,40,34,105,OFF
2,39,45,8,ON
69,25,33,60,ON
9,35,41,83,ON
37,30,26,27,ON
75,43,47,53,ON
12,2,64,26,ON
86,8,42,108,OFF
28,2,22,100,OFF
82,30,61,43,ON
45,15,23,59,OFF
83,33,47,89,ON
53,35,53,74,ON
58,11,38,8,ON
60,17,62,87,OFF
11,30,49,85,ON
16,17,41,41,ON
65,26,27,46,OFF
86,6,27,66,OFF
18,39,37,73,ON
44,30,33,76,ON
45,38,63,64,ON
61,5,66,13,OFF
83,39,32,8,OFF
47,22,28,76,OFF
89,38,31,21,OFF
49,28,39,49,ON
75,10,35,27,OFF
66,37,29,30,OFF
90,14,63,26,OFF
42,6,23,39,ON
45,32,45,29,ON
11,23,28,37,ON
73,32,30,43,ON
46,32,38,85,ON
90,30,38,33,OFF
41,28,64,56,ON
90,39,47,43,ON
33,4,49,20,ON
75,15,46,48,ON
25,14,57,49,OFF
68,29,36,61,ON
39,0,51,37,OFF
33,0,54,73,OFF
73,2,21,68,OFF
41,45,28,56,ON
72,0,54,66,OFF
41,31,58,33,ON
50,5,59,67,OFF
6,6,64,12,ON
43,12,23,57,OFF
74,22,51,65,ON
16,30,67,45,ON
6,2,67,53,ON
72,45,30,104,OFF
79,14,57,96,OFF
21,17,57,98,OFF
23,29,32,90,ON
77,9,64,105,OFF
35,12,53,18,ON
38,0,61,54,OFF
45,12,62,86,OFF
13,6,52,58,ON
86,20,66,46,ON
21,20,26,68,OFF
62,27,55,4,ON
45,2,62,28,ON
76,12,70,110,OFF
24,2,48,52,OFF
34,1,23,99,OFF
75,10,68,104,OFF
33,1,30,91,OFF
87,12,22,6,OFF
27,30,32,41,ON
12,10,32,5,OFF
26,2,69,0,OFF
69,18,56,44,OFF
68,31,26,28,OFF
59,2,41,35,OFF
1,40,47,104,OFF
83,8,58,18,OFF
23,40,38,69,ON
7,45,24,88,ON
87,33,54,78,ON
80,40,36,37,OFF
89,6,69,19,OFF
6,38,24,58,ON
26,32,45,3,ON
35,33,29,55,ON
7,3,40,33,ON
11,39,60,84,ON
43,21,21,22,ON
20,27,47,32,ON
54,27,20,86,ON
66,23,69,99,OFF
53,9,47,71,OFF
57,27,21,65,ON
25,23,63,73,OFF
2,39,46,88,ON
82,27,47,21,OFF
2,35,53,26,ON
13,7,60,39,ON
9,42,26,87,ON
88,21,36,48,ON
73,36,56,110,OFF
64,0,46,91,OFF
50,2,70,87,OFF
54,6,37,105,OFF
11,18,53,110,OFF
53,35,47,87,ON
63,20,44,20,OFF
33,35,57,87,ON
8,23,64,108,OFF
13,41,25,45,ON
9,30,51,81,ON
79,39,70,13,OFF
26,3,39,37,ON
66,15,62,99,OFF
81,27,33,64,ON
71,20,37,22,OFF
53,8,41,94,OFF
11,9,21,39,ON
28,32,52,79,ON
6,26,40,38,ON
77,24,70,14,OFF
30,12,36,67,ON
50,24,46,91,OFF
16,30,70,2,ON
82,5,37,35,OFF
1,19,45,94,OFF
72,26,29,32,OFF
83,42,56,108,OFF
10,8,28,30,OFF
22,44,58,27,ON
1,37,25,54,ON
59,15,48,12,ON
33,38,40,47,ON
21,28,45,3,ON
54,10,58,47,OFF
69,39,70,18,OFF
10,5,49,91,OFF
63,20,49,31,OFF
82,22,63,64,OFF
60,28,35,65,ON
31,37,49,83,ON
28,39,27,14,ON
3,33,65,39,ON
58,43,55,95,OFF
51,43,27,53,ON
65,39,32,90,ON
77,33,67,1,OFF
21,12,44,90,OFF
53,24,29,68,OFF
26,18,50,50,OFF
54,39,26,3,ON
36,20,56,30,ON
19,14,24,99,OFF
51,23,47,45,ON
83,22,48,60,ON
19,4,20,67,ON
83,41,39,44,ON
55,39,67,84,ON
3,38,66,93,OFF
62,12,65,56,ON
18,9,23,104,OFF
12,4,51,92,OFF
48,23,57,70,OFF
68,13,29,81,OFF
7,15,30,78,ON
74,12,52,33,OFF
34,19,56,57,OFF
10,33,33,59,ON
64,21,64,93,OFF
76,10,50,17,OFF
85,36,69,87,ON
39,32,63,88,ON
13,28,59,52,ON
35,16,38,82,ON
41,8,50,91,OFF
34,43,28,0,ON
39,43,68,59,ON
45,34,26,78,ON
71,7,42,20,OFF
8,28,21,14,ON
6,15,39,51,ON
78,14,60,74,OFF
39,21,66,66,ON
51,10,28,55,OFF
90,21,66,14,OFF
82,16,64,7,OFF
11,2,47,42,ON
72,8,57,62,OFF
88,40,55,3,OFF
20,35,66,83,ON
18,26,24,100,OFF
29,17,69,75,ON
76,15,34,16,OFF
55,26,52,29,ON
79,35,20,24,OFF
54,45,69,34,ON
76,5,39,40,OFF
68,44,56,67,ON
65,19,57,55,OFF
27,30,34,50,ON
2,6,24,17,ON
69,23,64,41,ON
35,1,45,80,OFF
72,3,50,15,OFF
53,4,43,25,ON
13,7,27,20,ON
5,35,53,35,ON
16,28,33,70,ON
29,21,66,73,ON
78,12,26,98,OFF
6,37,22,108,OFF
66,20,57,42,OFF
51,20,29,61,OFF
4,41,53,40,ON
59,0,21,83,OFF
29,8,70,109,OFF
66,15,30,67,OFF
73,30,31,43,OFF
12,32,20,109,OFF
55,1,40,10,OFF
7,28,60,43,ON
62,27,40,104,OFF
55,29,53,50,ON
17,19,24,58,ON
89,8,64,89,ON
12,10,33,73,ON
40,27,38,53,ON
23,16,65,59,ON
11,40,65,56,ON
28,26,21,20,ON
29,44,62,95,OFF
56,33,34,58,ON
3,5,46,22,ON
53,2,22,0,OFF
44,25,48,12,OFF
54,3,37,26,OFF
63,34,32,83,ON
15,30,36,79,ON
2,6,31,85,ON
14,42,55,28,ON
32,30,59,47,ON
79,29,67,85,ON
39,24,50,16,OFF
63,43,25,68,ON
42,41,47,47,ON
69,28,56,4,ON
71,30,47,61,ON
8,38,34,56,ON
18,17,61,29,OFF
11,30,55,12,ON
30,29,44,72,ON
20,26,21,66,ON
19,3,49,10,ON
48,32,24,35,ON
8,22,27,33,ON
79,10,36,103,OFF
88,6,44,101,OFF
41,39,58,88,ON
23,42,53,16,ON
80,19,49,95,OFF
45,9,65,60,ON
38,44,26,18,ON
19,17,47,21,OFF
49,6,26,94,OFF
25,15,58,39,ON
46,12,44,83,OFF
41,2,41,2,OFF
89,5,47,6,OFF
57,15,34,99,OFF
8,12,57,48,ON
88,15,44,68,ON
89,25,31,38,OFF
45,41,55,41,ON
44,24,60,50,OFF
6,37,39,10,ON
9,43,44,92,OFF
43,33,41,68,ON
21,44,30,1,ON
34,4,54,35,ON
89,15,42,29,OFF
50,17,26,70,OFF
45,14,45,68,ON
60,40,26,20,OFF
78,6,62,52,OFF
9,15,24,41,ON
59,10,23,34,ON
83,13,42,108,OFF
24,19,27,94,OFF
75,4,53,106,OFF
42,18,36,65,ON
48,33,29,18,ON
34,39,20,14,ON
4,11,51,59,ON
52,43,53,61,ON
24,22,45,65,ON
58,29,59,31,ON
3,18,34,107,OFF
66,11,36,6,ON
52,15,62,31,ON
67,12,61,18,OFF
21,42,36,96,OFF
9,30,41,39,ON
79,39,48,51,ON
86,20,27,19,OFF
32,0,61,76,OFF
49,21,66,44,ON
29,42,67,23,ON
80,8,52,48,OFF
21,17,54,28,OFF
24,32,29,9,ON
65,29,21,67,ON
1,29,70,3,ON
80,33,28,25,OFF
72,7,58,30,OFF
72,29,39,67,ON
29,16,44,99,OFF
18,19,38,66,ON
89,4,61,75,OFF
65,32,52,26,OFF
78,23,24,16,OFF
37,2,52,106,OFF
11,35,70,70,ON
63,23,45,50,ON
65,20,47,31,OFF
79,11,38,48,ON
21,16,29,79,OFF
20,44,55,57,ON
74,34,45,71,ON
86,34,60,42,ON
67,14,26,56,OFF
83,29,56,90,ON
14,36,61,32,ON
12,27,48,32,ON
23,19,41,44,ON
7,17,57,66,ON
69,30,40,8,ON
65,29,67,105,OFF
48,43,46,44,ON
36,12,52,71,OFF
84,2,50,103,OFF
54,24,30,103,OFF
3,12,41,84,ON
52,15,33,86,ON
7,23,64,20,ON
15,26,47,101,OFF
85,1,56,31,OFF
55,25,36,26,ON
85,37,44,4,OFF
76,40,37,18,OFF
67,22,68,104,OFF
20,42,38,13,ON
12,31,45,42,ON
83,38,24,42,ON
90,37,34,40,ON
7,19,47,43,ON
34,7,27,7,OFF
41,44,55,49,ON
51,23,35,8,ON
53,37,26,9,ON
12,11,58,105,OFF
28,29,67,92,OFF
54,17,37,68,ON
44,5,69,76,ON
64,28,29,14,OFF
18,9,20,110,OFF
48,42,24,93,OFF
23,5,44,56,OFF
68,1,26,82,OFF
88,45,22,87,ON
49,39,45,69,ON
26,22,58,19,ON
77,10,70,40,ON
3,33,41,98,OFF
66,14,49,25,OFF
73,33,58,79,ON
3,6,45,68,ON
7,18,26,6,ON
1,23,59,106,OFF
74,24,44,62,ON
66,2,64,11,OFF
18,36,59,104,OFF
88,28,69,93,OFF
12,45,30,101,OFF
12,5,47,19,ON
78,45,61,16,OFF
56,18,49,11,ON
4,44,47,13,ON
52,11,60,102,OFF
42,32,41,65,ON
18,34,36,1,ON
26,32,51,53,ON
67,16,54,8,ON
7,13,20,52,ON
18,25,34,32,OFF
72,27,51,89,ON
70,44,40,35,OFF
22,8,66,36,ON
25,5,40,86,OFF
57,2,37,50,OFF
3,44,34,78,ON
82,37,51,48,ON
17,41,64,68,ON
83,45,26,15,OFF
19,24,61,52,ON
73,27,40,73,ON
62,16,61,8,ON
18,28,64,89,ON
57,39,35,71,ON
40,29,53,0,ON
27,36,46,62,ON
80,22,55,38,OFF
24,20,59,65,OFF
55,9,67,12,ON
36,40,32,63,ON
33,8,37,93,OFF
51,44,41,45,ON
86,11,33,108,OFF
28,32,68,44,ON
81,24,63,90,OFF
47,31,42,98,OFF
14,41,40,38,ON
53,20,44,109,OFF
23,1,28,64,OFF
28,32,27,107,OFF
34,6,32,57,ON
77,20,42,7,OFF
59,42,63,7,ON
7,31,25,42,ON
71,40,50,74,ON
67,31,63,12,OFF
18,43,69,21,ON
64,27,21,51,ON
41,26,60,75,OFF
34,35,59,55,ON
76,22,69,70,ON
41,7,47,95,OFF
39,23,45,10,ON
16,40,36,55,ON
55,44,56,24,ON
4,17,56,35,OFF
19,41,43,107,OFF
87,27,23,58,ON
6,22,39,1,ON
34,19,43,13,ON
89,6,40,28,OFF
7,38,42,13,ON
75,7,36,40,ON
37,38,48,60,ON
54,39,24,78,ON
18,0,38,74,ON
20,17,23,76,ON
6,41,40,4,ON
12,20,43,86,ON
29,9,29,93,OFF
13,13,62,4,ON
26,33,22,10,ON
70,39,59,9,OFF
84,11,23,74,OFF
40,28,59,100,OFF
6,45,63,86,ON
50,38,24,23,ON
25,28,22,86,ON
82,26,24,72,ON
86,29,68,47,ON
83,15,51,10,OFF
38,0,51,69,OFF
15,6,67,18,ON
89,20,54,74,OFF
37,7,49,41,OFF
15,12,68,44,ON
15,16,50,102,OFF
48,4,40,1,OFF
5,22,26,71,ON
45,32,21,74,ON
67,18,42,81,ON
41,20,41,106,OFF
81,13,46,31,OFF
49,25,48,101,OFF
31,24,57,52,OFF
55,39,40,69,ON
48,6,52,43,OFF
51,32,55,108,OFF
18,3,25,12,ON
42,32,45,97,OFF
66,40,43,82,ON
26,3,33,110,OFF
30,4,34,11,ON
51,10,34,77,ON
25,32,66,45,ON
53,12,28,101,OFF
2,26,64,30,ON
28,41,49,23,ON
45,30,57,59,ON
21,39,60,60,ON
45,18,39,61,ON
72,41,64,61,ON
60,3,20,10,OFF
69,7,51,2,OFF
23,5,61,64,OFF
8,9,25,83,ON
23,38,43,27,ON
32,4,51,57,OFF
29,34,24,13,ON
7,35,52,61,ON
6,19,49,96,OFF
65,17,69,27,OFF
3,8,43,59,ON
62,12,33,16,OFF
26,18,69,59,ON
80,23,44,16,OFF
80,5,66,14,OFF
16,15,48,81,ON
35,45,43,8,ON
1,2,31,6,OFF
15,41,48,53,ON
88,29,27,46,ON
2,34,43,77,ON
32,34,42,17,ON
17,15,55,53,ON
17,31,54,74,ON
70,40,50,7,OFF
71,17,34,80,ON
68,6,61,99,OFF
52,14,67,92,OFF
64,29,47,64,ON
65,34,29,26,OFF
85,22,38,94,OFF
82,19,67,60,ON
54,32,23,64,ON
48,22,22,34,ON
37,33,66,60,ON
59,40,46,63,ON
3,19,21,41,ON
90,2,21,78,OFF
36,4,53,86,OFF
69,32,25,11,OFF
61,7,65,35,OFF
82,38,56,10,OFF
75,30,46,33,OFF
68,33,44,76,ON
65,29,20,60,ON
49,27,22,62,ON
35,24,46,72,ON
42,9,47,78,OFF
38,30,35,44,ON
6,25,64,109,OFF
1,38,67,108,OFF
28,6,58,3,OFF
25,45,54,80,ON
88,16,58,39,OFF
85,16,63,35,OFF
54,10,36,50,ON
75,42,37,29,OFF
80,2,70,71,OFF
50,43,54,63,ON
37,0,42,93,OFF
39,14,51,97,OFF
52,5,23,34,ON
50,15,21,52,OFF
20,1,45,36,OFF
32,32,70,44,ON
65,18,57,26,OFF
74,42,45,79,ON
14,13,43,22,ON
37,35,37,99,OFF
8,16,40,72,ON
54,19,41,53,ON
43,9,37,40,ON
43,10,62,18,ON
14,33,23,110,OFF
44,3,50,81,OFF
39,23,70,52,ON
12,44,25,74,ON
62,33,65,7,ON
12,39,70,15,ON
42,22,62,32,ON
33,45,67,36,ON
71,39,23,101,OFF
29,15,69,88,ON
74,19,32,45,ON
58,11,28,110,OFF
52,18,31,4,ON
30,17,30,103,OFF
49,18,40,25,ON
26,12,60,15,ON
60,30,37,55,ON
12,28,56,66,ON
34,8,34,65,ON
42,6,65,44,ON
68,23,21,53,ON
44,19,31,86,OFF
43,2,42,101,OFF
44,2,26,73,OFF
10,9,55,9,OFF
31,0,20,37,OFF
89,33,28,76,ON
70,42,33,101,OFF
28,8,36,79,ON
4,43,21,12,ON
30,37,49,77,ON
82,16,50,7,OFF
31,12,58,42,OFF
41,44,56,94,OFF
38,10,28,59,OFF
40,14,26,30,ON
56,5,61,50,OFF
49,11,60,18,ON
73,22,27,82,OFF
71,12,70,35,OFF
62,13,51,107,OFF
80,38,58,89,ON
39,16,26,96,OFF
37,4,27,57,OFF
9,15,23,23,ON
84,3,37,34,OFF
59,14,56,89,OFF
59,19,57,26,ON
58,44,57,27,ON
7,7,23,15,ON
23,12,49,14,ON
51,36,56,85,ON
21,10,36,89,ON
74,5,41,59,OFF
26,13,27,28,ON
2,3,39,12,ON
23,38,55,94,OFF
78,22,33,11,OFF
81,1,61,55,OFF
50,0,59,107,OFF
78,16,39,99,OFF
86,15,65,53,ON
30,32,28,90,ON
79,26,67,45,ON
29,33,27,55,ON
52,25,39,86,ON
48,45,47,93,OFF
44,8,47,91,OFF
30,28,22,6,ON
86,4,27,29,OFF
48,21,62,105,OFF
14,15,54,38,ON
47,11,62,74,OFF
38,29,52,35,ON
69,20,43,43,ON
37,45,20,20,ON
22,16,36,7,ON
54,35,34,46,ON
69,36,31,105,OFF
77,9,49,21,OFF
16,24,67,12,ON
68,11,31,83,OFF
56,33,39,32,ON
50,29,43,4,ON
84,11,65,35,OFF
49,12,51,106,OFF
25,41,58,11,ON
20,29,68,72,ON
51,3,43,74,OFF
21,37,38,102,OFF
70,10,42,56,OFF
68,5,43,67,OFF
79,38,47,107,OFF
15,0,36,64,ON
10,22,22,28,ON
74,13,68,68,ON
24,28,30,14,ON
81,6,51,85,OFF
24,15,20,49,OFF
66,32,24,24,OFF
64,32,30,47,ON
1,41,46,60,ON
73,23,70,71,ON
55,20,65,100,OFF
48,38,66,72,ON
21,31,41,23,ON
5,43,45,25,ON
72,21,44,31,OFF
64,1,32,7,OFF
82,20,29,7,OFF
57,7,57,80,OFF
40,0,63,45,OFF
84,3,48,97,OFF
35,38,56,30,ON
22,35,28,109,OFF
3,41,57,70,ON
18,36,33,5,ON
90,32,54,65,ON
60,24,53,107,OFF
24,5,36,3,OFF
73,34,28,8,OFF
90,7,31,21,OFF
81,42,23,55,ON
79,26,45,36,OFF
78,22,66,57,ON
37,14,35,9,ON
68,28,54,56,ON
4,34,45,67,ON
66,25,69,4,ON
74,29,69,76,ON
38,6,26,31,ON
10,0,58,12,OFF
30,39,63,20,ON
86,33,36,95,OFF
43,10,37,60,ON
12,26,69,16,ON
62,36,37,49,ON
72,9,33,58,ON
45,35,69,16,ON
85,11,39,37,OFF
29,3,64,19,ON
72,1,44,69,OFF
42,28,31,14,ON
11,38,62,29,ON
14,36,58,32,ON
72,24,42,80,ON
32,0,24,100,OFF
81,42,47,97,OFF
68,21,26,77,OFF
3,14,32,104,OFF
59,35,25,26,ON
21,41,51,10,ON
73,12,61,58,OFF
36,31,39,37,ON
24,19,28,42,OFF
5,23,25,78,ON
11,17,69,21,ON
5,44,43,19,ON
6,39,67,29,ON
35,2,60,1,OFF
34,36,44,65,ON
59,36,33,3,ON
13,36,68,52,ON
4,18,29,61,ON
16,14,34,2,ON
6,33,42,10,ON
57,30,32,70,ON
49,32,36,76,ON
89,22,28,39,OFF
8,28,62,75,ON
19,8,63,102,OFF
32,19,52,60,OFF
17,43,31,31,ON
80,37,52,102,OFF
6,18,61,81,ON
38,15,63,89,OFF
38,39,46,2,ON
58,45,27,59,ON
70,1,40,90,OFF
18,42,37,42,ON
33,2,37,37,ON
7,6,62,72,ON
67,24,26,27,OFF
17,20,66,82,ON
7,28,60,95,OFF
87,2,32,85,ON
5,4,26,46,ON
40,10,60,49,OFF
78,45,57,86,ON
5,12,62,34,ON
50,21,57,17,ON
75,5,32,42,ON
70,38,27,61,ON
26,43,49,0,ON
6,31,38,93,OFF
39,21,65,100,OFF
25,44,61,10,ON
90,36,26,77,ON
38,29,23,75,ON
7,19,41,52,ON
82,43,42,62,ON
58,3,56,16,OFF
36,32,43,48,ON
86,35,52,102,OFF
54,21,67,20,ON
68,32,68,66,ON
36,25,35,94,OFF
16,34,63,108,OFF
30,32,55,29,ON
16,31,58,26,ON
54,20,66,71,ON
83,42,30,82,ON
79,19,52,71,OFF
69,13,63,1,ON
22,8,57,78,OFF
44,37,53,85,ON
9,32,55,10,ON
64,33,49,56,ON
59,32,20,62,ON
24,23,21,8,ON
3,34,38,22,ON
67,42,60,97,OFF
46,19,33,98,OFF
26,6,43,7,OFF
30,35,36,13,ON
90,19,37,102,OFF
27,8,21,33,ON
2,12,68,41,ON
81,32,51,30,OFF
26,0,38,83,OFF
77,31,46,54,ON
89,9,43,27,OFF
83,19,50,29,OFF
21,21,56,107,OFF
42,33,62,1,ON
22,7,61,25,ON
45,36,37,77,ON
49,37,57,43,ON
12,11,40,98,OFF
18,11,34,33,ON
38,38,21,2,ON
64,45,23,24,OFF
47,1,28,106,OFF
15,10,28,34,ON
82,35,55,1,OFF
5,9,48,108,OFF
39,13,48,93,OFF
89,32,52,16,OFF
70,9,39,106,OFF
68,3,50,75,OFF
77,3,21,44,OFF
62,21,48,5,ON
69,15,31,13,OFF
26,21,44,97,OFF
90,0,53,45,OFF
34,28,42,67,ON
20,32,57,71,ON
53,17,70,102,OFF
23,21,28,70,OFF
1,29,51,67,ON
56,5,36,95,OFF
38,24,34,38,OFF
15,3,54,47,ON
71,4,22,70,OFF
72,19,21,29,OFF
85,3,29,91,OFF
27,13,37,35,ON
59,35,46,70,ON
56,14,40,50,ON
50,0,24,29,OFF
48,9,69,27,ON
80,39,39,32,OFF
71,14,63,26,OFF
17,37,36,20,ON
50,42,58,32,ON
62,42,52,86,ON
55,45,20,20,ON
34,22,27,88,OFF
20,43,57,91,OFF
67,45,33,53,ON
43,45,46,81,ON
63,36,31,74,ON
89,40,53,47,ON
59,45,38,51,ON
28,17,35,92,OFF
57,15,51,44,OFF
77,29,44,35,OFF
74,20,66,57,ON
58,22,23,36,ON
79,5,52,68,OFF
76,5,30,38,OFF
73,16,70,92,OFF
1,17,67,98,OFF
43,33,22,28,ON
68,7,62,7,OFF
71,20,51,25,OFF
22,30,44,37,ON
46,7,59,20,ON
71,28,23,105,OFF
41,10,32,109,OFF
4,16,39,68,ON
77,35,52,46,ON
23,25,23,43,ON
26,10,48,34,ON
63,40,53,31,OFF
26,33,57,91,OFF
44,22,58,20,ON
32,41,49,54,ON
50,11,59,53,OFF
70,33,35,110,OFF
2,20,54,91,OFF
34,45,62,28,ON
14,2,53,60,ON
65,27,61,51,OFF
18,28,50,31,ON
2,41,37,15,ON
30,25,26,19,ON
88,26,61,42,OFF
25,38,60,10,ON
85,8,26,7,OFF
86,39,21,80,ON
3,15,44,10,ON
1,39,35,0,ON
59,39,61,83,ON
31,35,26,110,OFF
60,20,50,16,OFF
78,40,49,86,ON
84,8,31,21,OFF
31,21,61,55,OFF
65,42,23,78,ON
14,12,24,18,ON
70,2,50,82,OFF
82,36,58,17,OFF
77,13,63,3,OFF
63,20,34,28,OFF
71,16,50,37,OFF
37,2,51,33,ON
73,39,20,70,ON
73,10,33,53,ON
25,21,46,4,ON
37,33,51,49,ON
85,41,41,91,OFF
3,33,43,66,ON
48,41,57,106,OFF
68,36,32,98,OFF
74,44,48,107,OFF
38,38,22,32,ON
1,30,70,71,ON
51,43,48,99,OFF
7,23,69,106,OFF
53,8,66,29,ON
64,22,53,81,ON
73,41,38,99,OFF
45,2,39,39,ON
3,2,55,0,OFF
35,27,50,0,ON
62,42,64,11,OFF
29,42,27,19,ON
40,2,32,53,ON
75,29,24,35,OFF
62,28,40,32,OFF
41,41,20,44,ON
67,18,60,35,OFF
6,24,59,5,ON
1,33,25,35,ON
11,32,56,49,ON
42,19,40,33,ON
61,31,59,62,ON
88,19,28,52,OFF
33,31,60,30,ON
17,20,51,23,ON
36,36,38,83,ON
38,16,36,49,ON
6,38,44,21,ON
50,36,21,74,ON
10,36,30,57,ON
1,26,63,19,ON
61,31,52,65,ON
67,40,30,95,OFF
55,20,45,7,ON
35,36,70,72,ON
32,24,58,110,OFF
57,19,21,19,ON
13,22,61,5,ON
35,15,31,38,ON
42,39,60,34,ON
26,42,62,99,OFF
9,32,31,31,ON
64,30,30,83,OFF
41,6,64,16,ON
75,29,43,78,ON
85,41,59,58,ON
23,8,32,0,OFF
61,8,68,63,ON
41,9,44,43,OFF
84,37,51,107,OFF
11,20,51,105,OFF
44,19,67,50,ON
54,14,25,100,OFF
29,36,59,70,ON
59,41,26,14,ON
71,6,51,42,OFF
49,4,35,88,ON
86,8,54,83,OFF
23,38,50,42,ON
27,13,57,1,ON
4,11,32,75,ON
87,36,20,72,ON
72,15,70,48,ON
24,37,50,107,OFF
59,42,56,3,ON
19,17,62,55,ON
1,4,62,99,OFF
52,15,25,40,OFF
8,34,56,92,OFF
73,30,64,95,OFF
85,6,26,65,OFF
65,43,40,27,OFF
18,34,47,67,ON
35,14,45,44,ON
82,15,69,71,ON
3,32,25,54,ON
63,18,48,45,ON
73,35,27,84,ON
23,40,53,65,ON
76,34,47,83,ON
75,28,44,0,OFF
71,26,45,18,OFF
6,31,62,13,ON
13,3,51,74,ON
14,45,48,34,ON
44,44,51,84,ON
72,45,67,91,OFF
41,7,39,55,ON
85,12,68,37,OFF
69,40,69,46,ON
65,32,51,29,OFF
81,15,30,98,OFF
38,24,22,4,ON
47,30,41,22,ON
